"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U00202BR1999PTC008928","5-08-1999","CHANAKYA FOOD & HEALTH PRODUCTS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","40,000.00","Bihar","RoC-Patna",NA,"VILL-FATEH JANGPUR,POST-SABALPUR, PATNA CITY-800009. PATNA Bihar INDIA","Indian Non-Government Company"
"U00202BR2000PTC009167","14-02-2000","RUDESHWARI RICE MILL PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"PEAPER PATHE ROAD,CIVIL LINE BUXAR BUXAR Bihar INDIA","Indian Non-Government Company"
"U00202BR2000PTC009174","18-02-2000","AMRIT FOOD PRODUCTS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","5,100,000.00",NA,"Bihar","RoC-Patna",NA,"RAMAA GALLISARAI SYED ALI, MUZAFFARPUR MUZAFFARPUR Bihar INDIA","Indian Non-Government Company"
"U00202BR2001PTC009493","1-02-2001","SHAMBHUTI AGRO EXPORTS COMPANY PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,500,000.00",NA,"Bihar","RoC-Patna",NA,"VICEYAN DHARMA BHAWANMILL ROAD KHAGARIYA- 851 204 KHAGARIYA- 851 204 Bihar INDIA","Indian Non-Government Company"
"U00203BR1988PTC002853","5-02-1988","VAISHALI HATCHERY & POULTRY FARM PVT LTD","STRIKE OFF","Private","Company Limited by Shares","400,000.00",NA,"Bihar","RoC-Patna",NA,"18,BILY ROAD, PATNA , P.S.KOTWALI. KOTWALI. Bihar INDIA","Indian Non-Government Company"
"U00203BR1988PTC003123","23-09-1988","PIONEER HYBRID SEEDS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","50,000.00","5,000.00","Bihar","RoC-Patna",NA,"BEEJ BHAWAN MASSINA ROAD SAMASTIPUR Bihar INDIA","Indian Non-Government Company"
"U00203BR1989PTC003245","17-01-1989","CHANDRAKALA COLD STORAGE PVT LTD.","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"AT & P.O. BEVR P.S.PHULWARISHARIF, PATNA, PHULWARI SARIF. SARIF. Bihar INDIA","Indian Non-Government Company"
"U00203BR1993PLC005280","30-03-1993","BASUNDHARA PRODUCTS LIMITED","STRIKE OFF","Public","Company Limited by Shares","1,000,000.00","10,000.00","Bihar","RoC-Patna",NA,"8, MANGAUS ROAD PATNA Bihar INDIA","Indian Non-Government Company"
"U00203BR1998PTC008345","9-02-1998","LICHCHHWI FOODS INDIA PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","30,000,000.00","23,980,600.00","Bihar","RoC-Patna",NA,"16,ASHIANA ROAD,PATNA Bihar INDIA","Indian Non-Government Company"
"U00204BR1978PTC001574","29-04-1978","BOKARO ROLLER FLOUR MILLS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","494,000.00","Bihar","RoC-Patna",NA,"219, ASHIANA TOWERS EXHIBITION ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U00204BR1985PTC002260","24-12-1985","LAZEEZ FOOD PRODUCTS PVT LTD","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"249, M.I.G.COLONY HANUMANNAGAR, PATNA-20. , PATNA-20. Bihar INDIA","Indian Non-Government Company"
"U00204BR1987PTC002629","5-05-1987","BAJRANG ROLLER FLOUR MILLS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,500,000.00","5,420,000.00","Bihar","RoC-Patna",NA,"P.O. TEGHRA, BEGUSARAI, BIHAR Bihar INDIA","Indian Non-Government Company"
"U00204BR1987PTC002731","8-09-1987","BIJAY ROLLER FLOUR MILLS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","9,492,500.00","Bihar","RoC-Patna",NA,"C/o Shri K.K. Jha krishna Building, 4th Floor, S.P. Verma Road Patna Bihar INDIA 800001","Indian Non-Government Company"
"U00204BR1987PTC002787","27-11-1987","THAKUR FLOUR MILLS PVT LTD","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"MAJOURA P.O. BAHERA DIST.DARABHANGA P.S.BAHERA DARABHANGA P.S.BAHERA Bihar INDIA","Indian Non-Government Company"
"U00204BR1988PTC002841","27-01-1988","VAISHANAVI MATA FLOUR MILLS PVT LTD","STRIKE OFF","Private","Company Limited by Shares","1,500,000.00",NA,"Bihar","RoC-Patna",NA,"SAKAL DEEP NIKETAN, HARIJI KEHATA, ARRAH, BHOJPUR. HATA, ARRAH, BHOJPUR. Bihar INDIA","Indian Non-Government Company"
"U00204BR1988PTC002940","13-04-1988","OMSHANTI FLOOR MILLS P. LTD.","STRIKE OFF","Private","Company Limited by Shares","2,000,000.00",NA,"Bihar","RoC-Patna",NA,"C/O SHIVANARAYAN CHIIRANJILA D.D. ROAD FORBESGANJ PATNA .D. ROAD FORBESGANJ PATNA Bihar INDIA","Indian Non-Government Company"
"U00204BR1988PTC003099","1-09-1988","OSWAL ROLLER FLOUR MILLS PVT LTD","STRIKE OFF","Private","Company Limited by Shares","4,000,000.00",NA,"Bihar","RoC-Patna",NA,"AT. SUJA GANJ (BHAGALPUR) P.S.SUJAGANJ. SUJAGANJ. Bihar INDIA","Indian Non-Government Company"
"U00204BR1989PTC003266","24-01-1989","HALDIA ROLLER FLOUR MILL PVT LTD.","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"RAJAULI, DISTT. NAWADAH.P.S.RAJAULI. P.S.RAJAULI. Bihar INDIA","Indian Non-Government Company"
"U00204BR1989PTC003305","17-02-1989","JAI SARASWATI ROLLER FLOUR MILLS PVT LTD.","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"TRIVENI NIWAS, M.P.BAGH P.S.ARAHTOWN DISTT. BHOJPUR. P.S.ARAHTOWN DISTT. BHOJPUR. Bihar INDIA","Indian Non-Government Company"
"U00204BR1989PTC003512","8-08-1989","BIMLA FLOUR MILLS PVT. LTD.","STRIKE OFF","Private","Company Limited by Shares","2,500,000.00",NA,"Bihar","RoC-Patna",NA,"NEWABHAUDA, LAHERIA SARAI,DARBHANGA, BIHAR P.S. LAHERIASARAI LAHERIASARAI Bihar INDIA","Indian Non-Government Company"
"U00204BR1991PTC004650","22-10-1991","SARAN ROLLER FLOUR MILLS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,600,000.00","5,091,800.00","Bihar","RoC-Patna",NA,"AT. SONEPUR CHAPRA ROAD,CHAPRA RAUJA POKHRA DISTT. CHAPRA, SARAN, BIHAR, P.S. TOWN CHAPRA. Bihar INDIA","Indian Non-Government Company"
"U00204BR1996PTC007440","28-08-1996","BHAWANI FLOUR MILLS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","20,000,000.00","194,000.00","Bihar","RoC-Patna",NA,"ROAD N0-100-E,HOUSE N0-100,NEW PATLIPUTRA COLONY, DIST. PATNA. PATNA Bihar INDIA","Indian Non-Government Company"
"U00204BR1998PTC008584","9-09-1998","NORTH EAST AGRO FOOD PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","12,500,000.00","300,000.00","Bihar","RoC-Patna",NA,"""""AMARDEEP""","RAJABAZAR"
"U00204BR1998PTC008587","7-09-1998","JHODHANI FOODS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","15,000,000.00","12,517,000.00","Bihar","RoC-Patna",NA,"A.C.GHOSH ROAD,KHARMAL CHAK,BHAGALPUR. BHAGALPUR. Bihar INDIA","Indian Non-Government Company"
"U00204BR1998PTC008667","7-12-1998","RADIANT DAL MILLS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"VILL+POST-TUNGI,DIST-NAWADAH. DIST-NAWADAH. Bihar INDIA","Indian Non-Government Company"
"U00204BR1998PTC008683","17-12-1998","GUPTESHWARAM RICE MILLS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","2,500,000.00","Bihar","RoC-Patna",NA,"VILL-SIKARA,POST-JADUPUR,DIST-KAMUR (BHABHUA)BIHAR. DIST-KAMUR,(BHABHUA)BIHAR. Bihar INDIA","Indian Non-Government Company"
"U00204BR1998PTC008692","24-12-1998","ANURAG GRAIN PRODUCTS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","2,000,000.00","997,000.00","Bihar","RoC-Patna",NA,"AT+P.O.-HARSHIDHI,DIST-EAST CHAMPARAN. EAST CHAMPARAN Bihar INDIA","Indian Non-Government Company"
"U00204BR1999PTC008775","24-03-1999","MARUTI AGRO PRODUCTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","12,500,000.00","11,714,000.00","Bihar","RoC-Patna",NA,"DUNDI BAZAR P.S.- CHOWK, PATNA CITY PATNA Bihar INDIA 800008","Indian Non-Government Company"
"U00204BR1999PTC008828","13-05-1999","MAA MUNDESHWARI RICE MILLS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","2,500,000.00",NA,"Bihar","RoC-Patna",NA,"VILL+PO-AKHILASHPUR,DIST-KAIMUR,BHABHUA,BIHAR DIST-KAIMUR,BHABHUA,BIHAR Bihar INDIA","Indian Non-Government Company"
"U00204BR2003PTC010316","25-08-2003","NAGVANSHI RICE MILL PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","3,000,000.00","2,437,500.00","Bihar","RoC-Patna",NA,"AT-SAHPUR, TIKARI ROAD, AURANGABAD Bihar INDIA 824101","Indian Non-Government Company"
"U00205BR1981PTC001505","12-02-1981","GUPTA FOODS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","1,471,000.00","Bihar","RoC-Patna",NA,"219, ASHIANA TOWERS EXHIBITION ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U00205BR1983PTC001737","17-01-1983","SHREE ARUNA BISCUITS PVT LTD","ACTIVE","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Bihar","RoC-Patna",NA,"PATHIA, P.O. DHOLIKAZA,P.S.FOZLIESAGENRY, DISTT. PURNEA PURNEA Bihar INDIA","Indian Non-Government Company"
"U00205BR1986PTC002492","12-12-1986","KAUSHAL FOODS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","100,000.00","Bihar","RoC-Patna",NA,"B/50 PEOPLES CO-OPRATIVECOLONY KANKAR BAGH PATNA -20 COLONY KANKAR BAGH PATNA -20 Bihar INDIA","Indian Non-Government Company"
"U00205BR1988PTC003089","19-08-1988","MAHALUXMI FOODS PVT LTD","STRIKE OFF","Private","Company Limited by Shares","1,500,000.00",NA,"Bihar","RoC-Patna",NA,"AT.NORTH MANDIRI P.S.BUDHNAGARCOLONY,PATNA COLONY,PATNA Bihar INDIA","Indian Non-Government Company"
"U00205BR1997PTC008003","27-06-1997","RUCHI BAKERIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","2,300,000.00","Bihar","RoC-Patna",NA,"72,VAIBHAV APARTMENT BUDH MARG PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U00205BR1999PTC008960","26-08-1999","ABALONEART AGRO PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","500,000.00","20,000.00","Bihar","RoC-Patna",NA,"33,GAURAV APARTMENT, BAILYROAD,SHASTRI NAGAR, PATNA Bihar INDIA 800023","Indian Non-Government Company"
"U00205BR2001PTC009564","8-05-2001","COSMOS FOODS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Bihar","RoC-Patna",NA,"SARAIYA GANJMUAZFFARPUR MUAZFFARPUR Bihar INDIA","Indian Non-Government Company"
"U00205BR2001PTC009573","23-05-2001","AMANIYA FOODS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Bihar","RoC-Patna",NA,"510, VERMA CENTREBORING ROAD PATNA PATNA Bihar INDIA","Indian Non-Government Company"
"U00206BR1934PLC000047","8-02-1934","MOTIPUR SUGAR FACTORY LIMITED","ACTIVE","Public","Company Limited by Shares","2,500,000.00","2,500,000.00","Bihar","RoC-Patna",NA,"MOTIPUR MUZAFFARPUR Bihar INDIA","Indian Non-Government Company"
"U00206BR1983PTC001827","13-05-1983","LAKSHMI ANIL KHANDSARI INDUSTRIES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","800,000.00",NA,"Bihar","RoC-Patna",NA,"LAKSHMI NIWAS, BANGALI TOLA,LAHERIASARAI-846001. LAHERIASARAI-846001. Bihar INDIA","Indian Non-Government Company"
"U00206BR1984PTC001942","7-02-1984","CHATURVEDY DAIRY AND FARMS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","50,000.00","5,000.00","Bihar","RoC-Patna",NA,"VILLAGE KHAJHURA P.O& P S MOHINIA ROHTAS Bihar INDIA","Indian Non-Government Company"
"U00206BR1986PTC002366","4-06-1986","BHAGALPUR KHANDSARI SUGAR INDUSTRIESPRIVATE LIMITED.","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","100,000.00","Bihar","RoC-Patna",NA,"POST.KHURD KOZ BHAGALPUR Bihar INDIA","Indian Non-Government Company"
"U00206BR1989PTC003577","26-09-1989","BOMBHOLA KHANDSARI SUGAR MILL P. LTD.","STRIKE OFF","Private","Company Limited by Shares","1,500,000.00",NA,"Bihar","RoC-Patna",NA,"AKHTYYAPUR P.O.ROJORA DISTT.BEGUSARAI BIHAR. BEGUSARAI BIHAR. Bihar INDIA","Indian Non-Government Company"
"U00206BR2001PTC009477","8-01-2001","RADHIKA SUGAR MILLS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","100,000.00","Bihar","RoC-Patna",NA,"PLOT NO.-103, ROAD NO-22SRI KRISHNA NAGAR PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U00207BR1989PTC003578","26-09-1989","BINDHWASNI KHANDSARI SUGAR MILL P. LTD.","STRIKE OFF","Private","Company Limited by Shares","1,500,000.00",NA,"Bihar","RoC-Patna",NA,"MEHA P.O.PARIHAR DISTT.BEGUSARAI BIHAR. BEGUSARAI BIHAR. Bihar INDIA","Indian Non-Government Company"
"U00207BR1995PTC006611","18-07-1995","INDU KHANDSARI MILL PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"DGAH ROAD,PATNACITY,PS.ALAMGANJ, DIST.PATNA DIST.PATNA Bihar INDIA","Indian Non-Government Company"
"U00207BR1995PTC006749","27-09-1995","LITCHICA PRODUCTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","50,000,000.00","500,000.00","Bihar","RoC-Patna",NA,"KALAMBAG CHOWK,MUZAFFARPUR,PS.KAJI MOHAMMEDPUR, DIST. MUZAFFARPUR. DIST. MUZAFFARPUR. Bihar INDIA","Indian Non-Government Company"
"U00207BR2002PTC009791","2-04-2002","SHREEDHAR LAXAMI MINI SUGAR MILLS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","100,000.00","Bihar","RoC-Patna",NA,"AT+P.O- NARAYAN PATTCP.S- RAJNAGAR MADHUBANI MADHUBANI Bihar INDIA","Indian Non-Government Company"
"U00209BR1996PTC007081","20-02-1996","OPEL PAINTS & CHEMICALS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","1,210,000.00","Bihar","RoC-Patna",NA,"HARIHAR APARTMENT,EAST BORING CANAL ROAD, PS.BUDHA COLONY, DIST.PATNA-1 Bihar INDIA","Indian Non-Government Company"
"U00210BR1988PTC002856","9-02-1988","ALKA INDUSTRIAL OILS PVT LTD","STRIKE OFF","Private","Company Limited by Shares","1,500,000.00",NA,"Bihar","RoC-Patna",NA,"NEAR NEW BYE PASS RAGHOPUR(BUKHTIARPUR) P.S. BUKHTIARPUR PATNA. BUKHTIARPUR PATNA. Bihar INDIA","Indian Non-Government Company"
"U00210BR1991PTC004302","10-01-1991","SINGH OIL MILLS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","200,000.00","Bihar","RoC-Patna",NA,"AHIYAPUR P.S. MANSOOR CHAK BEGUSARAI Bihar INDIA","Indian Non-Government Company"
"U00210BR1995PTC006887","4-12-1995","FATHER DAIRY PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"QR.NO.48/62,AT & PO. URBARAKNAGAR, PS.URBARAKNAGAR, DIST. BEGUSARAI-15. Bihar INDIA","Indian Non-Government Company"
"U00211BR1984PTC002040","9-10-1984","BIHAR AGRO CHEM PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","2,500,000.00","Bihar","RoC-Patna",NA,"JJAMAL ROAD RIZVI BUILDINGPATNA-800001 PATNA-800001 Bihar INDIA","Indian Non-Government Company"
"U00211BR1985PTC002226","11-10-1985","DHISH COLD STORAGE & INDUSTRIES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"VILL-AGMA.P.O.MAHESDIPDIST-NWADSH. DIST-NWADSH. Bihar INDIA","Indian Non-Government Company"
"U00211BR1986PTC002272","20-01-1986","SANT KABIR COLD STORAGE PVT LTD","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"GOVINDPUR DARIYA PATNA DISTTPATNA PATNA Bihar INDIA","Indian Non-Government Company"
"U00211BR1986PTC002496","17-12-1986","RAVI OIL INDUSTRIES PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","600,000.00","50,000.00","Bihar","RoC-Patna",NA,"YARPUR, JOGIA TOLA PS- KOTWALI PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U00211BR1989PTC003393","21-04-1989","MAGADH SOYA PRODUCTS PVT. LTD.","STRIKE OFF","Private","Company Limited by Shares","1,500,000.00",NA,"Bihar","RoC-Patna",NA,"ASHOK BHAWAN, PANCHAYTI AKHARA, GAYA-1 PS. KOTWALI, GAYA. , GAYA-1, PS. KOTWALI, GAYA. Bihar INDIA","Indian Non-Government Company"
"U00211BR1989PTC003447","5-06-1989","CHAMPARAN CHEMICAL PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,500,000.00","2,000.00","Bihar","RoC-Patna",NA,"SIRSA WEST CHAMAPARAN Bihar INDIA","Indian Non-Government Company"
"U00211BR1989PTC003458","16-06-1989","PATLIPUTRA VANASPATI (INDIA) PVT LTD.","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"PIRMOHANI, PATNA, P.S.KADAMKUAN, PATNA. N, PATNA. Bihar INDIA","Indian Non-Government Company"
"U00211BR1989PTC003496","25-07-1989","SAGAR FATS & OILS PVT. LTD.","ACTIVE","Private","Company Limited by Shares","1,000,000.00","569,600.00","Bihar","RoC-Patna",NA,"DIDARGANJ PATNA CITY P.S.MALSALAMI, PATNA MALSALAMI, PATNA Bihar INDIA","Indian Non-Government Company"
"U00211BR1995PTC006799","17-10-1995","SHIVGANGA REFINERY PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","2,500,000.00","250,000.00","Bihar","RoC-Patna",NA,"POWER HOUSE ROAD P.S. BEGUSARAI BEGUSARAI Bihar INDIA","Indian Non-Government Company"
"U00211BR1995PTC006931","20-12-1995","GUPTA NUTRITIONS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","12,500,000.00","11,270,000.00","Bihar","RoC-Patna",NA,"NASRIGANJ PATNA Bihar INDIA 800012","Indian Non-Government Company"
"U00211BR1996PLC007249","15-05-1996","PATLIPUTRA INDUSTRIES LIMITED","ACTIVE","Public","Company Limited by Shares","35,500,000.00","33,100,000.00","Bihar","RoC-Patna",NA,"NAWAB BAHADUR ROAD,PATNA CITY, PS.KHAZAKAKA, DIST. PATNA. Bihar INDIA","Indian Non-Government Company"
"U00211BR1996PTC007515","17-10-1996","JAISWAL AGRO OILS PRIVATE LIMITED.","STRIKE OFF","Private","Company Limited by Shares","5,000,000.00",NA,"Bihar","RoC-Patna",NA,"G-11, NARMADA APARTEMNT,EXHIBITION ROAD, PATNA. PATNA. Bihar INDIA","Indian Non-Government Company"
"U00211BR1999PTC008811","23-04-1999","LV COMMERCIAL PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","2,495,050.00","Bihar","RoC-Patna",NA,"JAI RAM DAS SAH ROAD,BHARATPURSIMILI MALSALAMI PATNACITY-8 PS- MALSALAMI, PATNACITY Bihar INDIA 800008","Indian Non-Government Company"
"U00211BR2000PTC009143","2-02-2000","JEDLINK MARKETING PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","45,000.00","Bihar","RoC-Patna",NA,"HOTEL SATKAR,GARHPAR, NARDIGANG ROAD NAWADA Bihar INDIA","Indian Non-Government Company"
"U00211BR2001PTC009560","1-05-2001","SAGAM SAH RAMCHARAN RAM OIL & RICE MILLS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"P.O.- PAND NAGARDIST- AURANGABAD DIST- AURANGABAD Bihar INDIA","Indian Non-Government Company"
"U00212BR1987PTC002713","17-08-1987","DILLI SOAP AND CHEMICALS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","50,000.00","Bihar","RoC-Patna",NA,"SWARASTHAN PATH PATNA CITY PATNA Bihar INDIA","Indian Non-Government Company"
"U00213BR2000PTC009372","1-08-2000","WARSI TEA PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"304, IIIRD FLOOR,PUSHPAK COMPLEX FRAZAR ROAD, PATNA- 800 001 Bihar INDIA","Indian Non-Government Company"
"U00215BR1991PTC004364","20-02-1991","VAISHALI OIL MILLS PVT.LTD.","STRIKE OFF","Private","Company Limited by Shares","200,000.00",NA,"Bihar","RoC-Patna",NA,"NAKHAS CHAWK, P.O. HAZIPUR.DIST. VAISHALI. DIST. VAISHALI. Bihar INDIA","Indian Non-Government Company"
"U00216BR1985PTC002188","16-08-1985","HIMSHILLA COLD STORAGE PVT LTD","ACTIVE","Private","Company Limited by Shares","1,000,000.00","203,000.00","Bihar","RoC-Patna",NA,"TARAWAN,P.O.PARUHAR,ROHTAS,,SASARAM(BIHAR). ,SASARAM(BIHAR). Bihar INDIA","Indian Non-Government Company"
"U00216BR1993PLC005577","12-11-1993","MALTI AGRO INDUSTRIES LIMITED.","DORMANT","Public","Company Limited by Shares","2,000,000.00","23,000.00","Bihar","RoC-Patna",NA,"TEYII P.O. DADPUR P.S. BHAGWANPUR P.S.BHAGWANPUR BEGUSARAI Bihar INDIA","Indian Non-Government Company"
"U00216BR1996PTC007158","2-04-1996","LAXMICHAND COLD STORAGE PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","10,000.00","Bihar","RoC-Patna",NA,"KRISHNA BHAWAN(MEDICINEWHOLESETTER),MOH. BINODPUR PO & PS. KATIHAR KATIHAR Bihar INDIA","Indian Non-Government Company"
"U00216BR1997PTC007849","9-04-1997","GANGA COLD STORAGE PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"FORBESGANJ, ARARIA,DIST. ARARIA. DIST. ARARIA. Bihar INDIA","Indian Non-Government Company"
"U00217BR1989PTC003278","6-02-1989","SURAJKAN CATTLE & POULTRY FEED PVT LTD.","STRIKE OFF","Private","Company Limited by Shares","400,000.00",NA,"Bihar","RoC-Patna",NA,"RAJAN & SUMAN PHARMECY PUNAICHAK PATNA. P.S.PUNAI CHAK. CHAK PATNA. P.S.PUNAI CHAK. Bihar INDIA","Indian Non-Government Company"
"U00217BR1990PTC003720","10-01-1990","SONE NAGAR FOOD & CHEMICALS PVT LTD","STRIKE OFF","Private","Company Limited by Shares","100,000.00",NA,"Bihar","RoC-Patna",NA,"2B-152 NEW P P COLONY PATNA PS PATNA S PATNA Bihar INDIA","Indian Non-Government Company"
"U00217BR1992PTC004868","21-04-1992","ANNAPURNA FEEDS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","1,200,000.00","104","Bihar","RoC-Patna",NA,"MAHABIR TOLA ARRAH DISTTBHOJPUR P.S.TOWN THANE ARRAH Bihar INDIA","Indian Non-Government Company"
"U00217BR1998PTC008617","14-10-1998","SHANKAR FEEDS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","4,974,000.00","Bihar","RoC-Patna",NA,"N-1001, UDAY GIRI APARTMENT BUDH MARG,PS-KOTWALI PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U00217BR1999PTC008818","3-05-1999","SHIV LOCHAN AGRO INDUSTRIES (INDIA) PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","100,000.00","Bihar","RoC-Patna",NA,"NEAR- REAL PUBLIC SCHOOL, SERPUR CHOWK, MITHANPURA P.S: MITHANPURA MUZAFFARPUR Bihar INDIA 842002","Indian Non-Government Company"
"U00217BR2000PTC009131","24-01-2000","SARVOTTAM CATTLE FEED PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","5,000,000.00",NA,"Bihar","RoC-Patna",NA,"106, SUKIRTI,S.P. VERMA ROAD, P.S- KOTWALI PATNA-800 001 Bihar INDIA","Indian Non-Government Company"
"U00219BR1987PLC002801","11-12-1987","CILSON INDUSTRIES LIMITED","STRIKE OFF","Public","Company Limited by Shares","5,000,000.00","1,775,800.00","Bihar","RoC-Patna",NA,"HARNIWAS DAK BUNGLOW ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U00219BR1987PTC002554","2-03-1987","KUSHWAHA COLD STORAGE AND ICE FACTORY PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","300,000.00","20,000.00","Bihar","RoC-Patna",NA,"SATPAHRI PAREKAWANA BARHARA ROAD ARRAH BHOJPUR Bihar INDIA","Indian Non-Government Company"
"U00219BR1987PTC002567","10-03-1987","WAHAB COLD STARAGE & ICE FACTORY PVT LTD","STRIKE OFF","Private","Company Limited by Shares","2,000,000.00","1,000,000.00","Bihar","RoC-Patna",NA,"VILL SIKANDERPUR P OHARIHARPUR LAL GARAH DISTT SIWAN SIWAN Bihar INDIA","Indian Non-Government Company"
"U00219BR1987PTC002772","11-11-1987","PODDAR FOOD PRODUCTS PVT LTD","STRIKE OFF","Private","Company Limited by Shares","1,500,000.00",NA,"Bihar","RoC-Patna",NA,"INDUSTRIAL ESTATE, MARANGA P.O& P.S. DISTT-PURNEA. & P.S. DISTT-PURNEA. Bihar INDIA","Indian Non-Government Company"
