"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U55101BR2010PTC015456","23-03-2010","ADHISH ENTERPRISES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","173,100.00","Bihar","RoC-Patna","Trading","C/O DR. ANIL KUMAR MOTANI UJJAIN TOLA BETTIAH Bihar INDIA 845438","Indian Non-Government Company"
"U55101BR2010PTC015653","19-05-2010","SATYADEO HOSPITALITY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","45,000,000.00","40,652,000.00","Bihar","RoC-Patna","Trading","Shanti Bhawan, Near Bihar Motor Works, Bahadurpur Main Road, Kankarbagh PATNA Bihar INDIA 800020","Indian Non-Government Company"
"U55101BR2010PTC015706","1-06-2010","ANNUSHAK INFRATRADE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","1,640,000.00","Bihar","RoC-Patna","Trading","SHOP NO-49, GROUND FLOOR , MAHARAJA KAMESHWAR COMPLEX, FRAZER ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2010PTC015707","1-06-2010","SAAHEEL PARADISE HOTELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Bihar","RoC-Patna","Trading","C/O- HOTEL SAAHEEL STATION ROAD, TATA PARK PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2010PTC015723","9-06-2010","KUMAR INFRATRADE ENTERPRISES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","30,000,000.00","13,803,000.00","Bihar","RoC-Patna","Trading","C/O MR. SUNIL KUMAR M / 6, SHREE KRISHNA NAGAR PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2010PTC015748","14-06-2010","MUSKAN EVENT MANAGMENT AND CATERERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","7,200,000.00","Bihar","RoC-Patna","Trading","KHANUJA NIWAS,SHARDA PRASAD GHOSH LANE, GOVIND MITRA LANE, PATNA Bihar INDIA 800004","Indian Non-Government Company"
"U55101BR2010PTC015832","7-07-2010","GARGEE HOTELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","100,000.00","Bihar","RoC-Patna","Trading","RAJMANI BHAWAN, 1L/33, MAHATMA GANDHI NAGAR, KANTI FACTORY ROAD, KANKARBAGH PATNA Bihar INDIA 800026","Indian Non-Government Company"
"U55101BR2010PTC015881","23-07-2010","VEER HOSPITALITY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","3,000,000.00","2,742,960.00","Bihar","RoC-Patna","Trading","703/B, ADITYA TOWER WHITE HOUSE APARTMENT, BUDH MARG, PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2010PTC016023","27-08-2010","ASHIANA HERITAGE HOTELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","12,000,000.00","12,000,000.00","Bihar","RoC-Patna","Trading","401, ASHIANA TOWERS, EXHIBITION ROAD, PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2010PTC016092","16-09-2010","SHIVSHAKTI HOSPITALITY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Bihar","RoC-Patna","Trading","5B, BHAGWATI SHARAN ENCLAVE BORING ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2010PTC016110","21-09-2010","ELEMENT GUESTLINE RESORTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Bihar","RoC-Patna","Trading","4th Floor,Nalini Apartment 28,Kidwaipuri, Patna Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2010PTC016213","2-11-2010","RELIANCE PALACE AND RESORTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Bihar","RoC-Patna","Trading","62, EAST RAM SAGAR TANK ROAD CHAND CHOURAH GAYA Bihar INDIA 823002","Indian Non-Government Company"
"U55101BR2010PTC016239","10-11-2010","SHANKAR SINGH HOTELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","200,000.00","200,000.00","Bihar","RoC-Patna","Trading","VILLAGE-150,SISVAN PURAV PATTY, PO+PS-SISVAN, ANCHAL-SISVAN, DISTRICT- SIWAN SIWAN Bihar INDIA 841210","Indian Non-Government Company"
"U55101BR2010PTC016278","24-11-2010","DARUKA HOTELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","1,114,000.00","Bihar","RoC-Patna","Trading","NAVEEN VASTRALAYA TOWER CHOWK DARBHANGA Bihar INDIA 846004","Indian Non-Government Company"
"U55101BR2010PTC016377","24-12-2010","BANJARA HOTELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","500,000.00","Bihar","RoC-Patna","Trading","A-25, IST FLOOR, MAURYA LOK COMPLEX, PATNA PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2011PTC016466","20-01-2011","GYAN BUDDHA REGENCY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","150,000.00","Bihar","RoC-Patna","Trading","411,N.P. CENTRE, NEW DAK BUNGLOW ROAD, PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2011PTC016608","17-02-2011","ASPARAGUS HOTELS AND RESTAURANTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Bihar","RoC-Patna","Trading","3331/1, Postal Park, Road No. 4, Patna Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2011PTC016632","23-02-2011","HOTEL MANAYVAR PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Bihar","RoC-Patna","Trading","A/P-NC-3C GAYATRI MANDIR MARG, K BAGH PATNA Bihar INDIA 800020","Indian Non-Government Company"
"U55101BR2011PTC016762","24-03-2011","KARTAVYA HOTELS AND RESORTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","800,000.00","Bihar","RoC-Patna","Trading","H/o GAUTAM SINHA, CAREERS COLONY SHAKTI NAGAR PURNEA Bihar INDIA 854303","Indian Non-Government Company"
"U55101BR2011PTC016829","12-04-2011","YATRI VIHAR HOSPITALITY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000,000.00","99,316,800.00","Bihar","RoC-Patna","Trading","HOUSE NO. 61, ROAD NO. 8, RAJENDRA NAGAR, PATNA Bihar INDIA 800016","Indian Non-Government Company"
"U55101BR2011PTC016976","16-05-2011","MV HOTELS & PROJECTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Bihar","RoC-Patna","Trading","46,PATLOPUTRA COLONY NEAR SAHYOG HOSPITAL PATNA Bihar INDIA 800013","Indian Non-Government Company"
"U55101BR2011PTC017016","26-05-2011","REX FOODS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","200,000.00","200,000.00","Bihar","RoC-Patna","Trading","A-303, PRASHRAY APPARTMENT, ARAH GARDEN ROAD, JAGD B. V. COLLEGE, RUPASHPUR PATNA Bihar INDIA 800025","Indian Non-Government Company"
"U55101BR2011PTC017409","2-09-2011","F3 HOSPITALITY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","200,000.00","100,000.00","Bihar","RoC-Patna","Trading","JAI MANGLA MARKET, GAURAKSHNI ROAD,MANPUR GAYA Bihar INDIA 823003","Indian Non-Government Company"
"U55101BR2011PTC017426","6-09-2011","AAHAR VIHAR HOTELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","500,000.00","Bihar","RoC-Patna","Trading","202 A, HEM PLAZA FRASER ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2011PTC017439","9-09-2011","SHREE KRISHNA COMMERCIAL PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","100,000.00","Bihar","RoC-Patna","Trading","RANIPUR, PO:-BASHUDEVPUR DARBHANGA Bihar INDIA 846005","Indian Non-Government Company"
"U55101BR2011PTC017473","14-09-2011","PARAS NATH GARDEN PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Bihar","RoC-Patna","Trading","PARAS GARDEN, WEST OF RAM NAGARAI MORE MAGISTRATE COLONY, P.O. - ASHIANA NAGAR, PATNA Bihar INDIA 800025","Indian Non-Government Company"
"U55101BR2011PTC017482","16-09-2011","REGAL PALACE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Bihar","RoC-Patna","Trading","RAGHU KUNJ OLD ARVIND MAHILA COLLEGE ROAD KADAMKUAN PATNA Bihar INDIA 800003","Indian Non-Government Company"
"U55101BR2011PTC017886","19-12-2011","SCORPION HOSPITALITY & INFRATECH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","105,000.00","Bihar","RoC-Patna","Trading","KALI BARI, NEAR GOYAL COMPOUND KHAGARIA Bihar INDIA 851205","Indian Non-Government Company"
"U55101BR2011PTC017889","19-12-2011","NIRVANA DINE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","500,000.00","Bihar","RoC-Patna","Trading","1st FLOOR, BHAGWATI SHARAN ENCLAVE, ABOVE KHADIN SHOW ROOM, BORING ROAD, PATNA PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2011PTC017949","29-12-2011","PUBLIC CANTEEN PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Bihar","RoC-Patna","Trading","HASAN NAGAR, MAHULI , PO- SHANKARPUR MUNGER Bihar INDIA 811201","Indian Non-Government Company"
"U55101BR2012PTC017967","5-01-2012","LILLY HOSPITALITY SERVICES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Bihar","RoC-Patna","Trading","OJAS MANSION, 5TH FLOOR FRASER ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2012PTC018084","31-01-2012","RISHAN HOSPITALITY AND SERVICES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","3,000,000.00","100,000.00","Bihar","RoC-Patna","Trading","MANZOOR FM COMPLEX, BLOCK -B, FLAT NO.- 105, KUMHAR TOLI, KANKARBAGH ROAD PATNA Bihar INDIA 800020","Indian Non-Government Company"
"U55101BR2012PTC018150","10-02-2012","HIKARU MULTI SERVICES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Bihar","RoC-Patna","Trading","PUJA GUEST HOUSE HARIJAN COLONY, AT + P. O. - BODH GAYA, GAYA GAYA Bihar INDIA 824231","Indian Non-Government Company"
"U55101BR2012PTC018171","14-02-2012","HOTEL ANAND INTERNATIONAL PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","15,000,000.00","150,000.00","Bihar","RoC-Patna","Trading","NEAR CHINESE TEMPLE BODHGAYA GAYA Bihar INDIA 824231","Indian Non-Government Company"
"U55101BR2012PTC018176","15-02-2012","NEELKANTH AWAS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","400,000.00","150,000.00","Bihar","RoC-Patna","Trading","VILL AND PO- PAREO BIHTA PATNA Bihar INDIA 802160","Indian Non-Government Company"
"U55101BR2012PTC018444","9-04-2012","DEO AND SONS HOTELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","3,000,000.00","2,500,000.00","Bihar","RoC-Patna","Trading","C/O INDRADEO MANDAL SHASTRINAGAR, MADHUWANI PURNEA Bihar INDIA 854301","Indian Non-Government Company"
"U55101BR2012PTC018674","15-05-2012","KRRISH HOLIYDAYHOMES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","105,000.00","Bihar","RoC-Patna","Trading","HOUSE NO.2, IAS COLONY, KIDWAIPURI,PATNA PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2012PTC018705","22-05-2012","SUNNY STAR HOTELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000,000.00","97,134,160.00","Bihar","RoC-Patna","Trading","SOUTH GANDHI MAIDAN NEW RAM GULAM CHOWK PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2012PTC018790","12-06-2012","FAMILY WELCOME RESORTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","125,000.00","Bihar","RoC-Patna","Trading","NAYATOLA P.O-KATIHAR KATIHAR Bihar INDIA 854105","Indian Non-Government Company"
"U55101BR2012PTC018924","6-07-2012","ANG HOSPITALITY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Bihar","RoC-Patna","Trading","HARSHWARDHAN ARCADE NEXT TO HOTEL SAMRAT, FRAZER ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2012PTC018957","13-07-2012","LAVISH HOSPITALITY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","200,000.00","Bihar","RoC-Patna","Trading","266,PATLIPUTRA COLONY PATLIPUTRA PATNA Bihar INDIA 800013","Indian Non-Government Company"
"U55101BR2012PTC019043","3-08-2012","RAJ BUDDHA RESIDENCY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Bihar","RoC-Patna","Trading","FLAT NO.-202, SHREE NIWAS APARTMENT, BUDH MARG, PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2012PTC019105","21-08-2012","KAPOOR HOLIDAY HOME PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","7,500,000.00","200,000.00","Bihar","RoC-Patna","Trading","ROOT INSTITUTE ROAD P.O & P.S BODHGAYA BODHGAYA Bihar INDIA 824231","Indian Non-Government Company"
"U55101BR2012PTC019119","23-08-2012","STAR CHEF RESTAURANTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Bihar","RoC-Patna","Trading","A-77, ROAD NO - 5, MAGISTRATE COLONY, ASHIANA ROAD, PATNA Bihar INDIA 800025","Indian Non-Government Company"
"U55101BR2012PTC019136","24-08-2012","ADITI ADITYA HOTELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","300,000.00","Bihar","RoC-Patna","Trading","BINA MANSON,GROUND FLOOR PARMANAND PATH,NAGESHWAR COLONY,BORING ROAD, PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2012PTC019245","19-09-2012","S N RAJ ENTERPRISES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","375,000.00","Bihar","RoC-Patna","Trading","401, ANAND YUGAL HERITAGE ANANDPURI, WEST BORING CANAL ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2012PTC019256","21-09-2012","SPARKLE INN HOSPITALITY INDUSTRIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Bihar","RoC-Patna","Trading","187, A.P. COLONY GAYA Bihar INDIA 823001","Indian Non-Government Company"
"U55101BR2012PTC019399","25-10-2012","K. SINGH VISION EXOTICA & RESORT PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","20,000,000.00","100,000.00","Bihar","RoC-Patna","Trading","H/NO-15E ROAD NO-12 RAJENDRA NAGAR PATNA Bihar INDIA 800016","Indian Non-Government Company"
"U55101BR2012PTC019611","10-12-2012","SAWARNYA HOTEL PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","100,000.00","Bihar","RoC-Patna","Trading","GURUDWARA ROAD PO-PURNEA, PS-K HATT PURNEA Bihar INDIA 854301","Indian Non-Government Company"
"U55101BR2013PTC019828","11-02-2013","MAA VINDYAVASINI HOTELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","15,000,000.00","6,495,000.00","Bihar","RoC-Patna","Trading","KANAK BRAJRAJ COMPLEX 201 2ND FLOOR KAVI RAMAN PATH BORING ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2013PTC020076","10-04-2013","KAAKOO ENTERPRISES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Bihar","RoC-Patna","Trading","MAHENDRA LOK APARTMENT, KANKARBAGH MAIN ROAD KANKARBAGH PATNA Bihar INDIA 800020","Indian Non-Government Company"
"U55101BR2013PTC020322","10-05-2013","PRAKASH HOSPITALITY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Bihar","RoC-Patna","Trading","PRAKASH KUMAR, MIG 268 KANKARBAGH PATNA Bihar INDIA 800020","Indian Non-Government Company"
"U55101BR2013PTC020329","13-05-2013","NAV UDAY HOTELS AND SERVICES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Bihar","RoC-Patna","Trading","C/O KESHAV JHA MITHILA COLONY, P.O:- BATAGANJ PATNA Bihar INDIA 800018","Indian Non-Government Company"
"U55101BR2013PTC020512","11-06-2013","FORETELLER HOSPITALITY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Bihar","RoC-Patna","Trading","Durga Niwas Apartment, C/204, Indrapuri Colony, Road No.1 PATNA Bihar INDIA 800013","Indian Non-Government Company"
"U55101BR2013PTC021053","29-08-2013","KERITA HOSPITALITY SOLUTIONS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","900,000.00","Bihar","RoC-Patna","Trading","42-B, SRI KRISHNA PURI PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2013PTC021216","1-10-2013","ETHNIC INDIANA HOSPITALITY SERVICES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","300,000.00","300,000.00","Bihar","RoC-Patna","Trading","C/O BINDESHWAR PRASAD SINGH, NEAR STATE BORING OPPOSITE KUMAR STORE, NEW AREA, HARNI CHAK, ANISAB PATNA Bihar INDIA 800002","Indian Non-Government Company"
"U55101BR2013PTC021511","22-11-2013","CRAZY AMIGOS ENTERPRISE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Bihar","RoC-Patna","Trading","JAGDEO PATH, BAILEY ROAD POST - B.V. COLLEGE, P.S. - SHASTRI NAGAR PATNA Bihar INDIA 800014","Indian Non-Government Company"
"U55101BR2014PTC021998","6-02-2014","VIVE EFFORTS AND HOSPITALITY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Bihar","RoC-Patna","Trading","HOLDING NO. 854/451, NORTH, 4TH FLOOR CHARKOTHIA 'D', S.P. VERMA ROAD, P.S. KOTWALI PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2014PTC022412","12-06-2014","ACS HOTELS & SERVICES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","2,000,000.00","Bihar","RoC-Patna","Trading","Manpur, Kumhar Toli, P. O. - Buniyadganj Moffasil Gaya Bihar INDIA 823003","Indian Non-Government Company"
"U55101BR2014PTC022450","20-06-2014","MANI JEE PLACE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","905,000.00","Bihar","RoC-Patna","Trading","VILL - AMVARI THANA No. 537, TOWN/VILL - AMVARI KAIMUR Bihar INDIA 821109","Indian Non-Government Company"
"U55101BR2014PTC022473","2-07-2014","URVASHI HOTEL PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","250,000.00","Bihar","RoC-Patna","Trading","URVASHI HOTEL CAMPUS CINEMA ROAD, PS-HAJIPUR HAJIPUR Bihar INDIA 844101","Indian Non-Government Company"
"U55101BR2014PTC023091","16-10-2014","JALALPUR HOTELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","140,000.00","Bihar","RoC-Patna","Trading","M/S HOTEL FORT STATION ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2014PTC023339","12-12-2014","JEEVAN DEEP HOSPITALITY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Bihar","RoC-Patna","Trading","Jeevan Deep Nawada Bihar INDIA 805110","Indian Non-Government Company"
"U55101BR2015PTC023663","9-02-2015","MEHTA STAR HOTELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","10,000,000.00","Bihar","RoC-Patna","Trading","28, SIKHAR MANPUR GAYA Bihar INDIA 823003","Indian Non-Government Company"
"U55102BR1915NPL000010","21-04-1916","BANKIPORE CLUB LIMITED","ACTIVE","Public","Company Limited by Guarantee",NA,NA,"Bihar","RoC-Patna","Trading","JUDGES COURT ROAD,PATNA-800001 PATNA Bihar INDIA 800001","Company licensed under Section25"
"U55102BR1995PTC006675","24-08-1995","HOTEL NIRANJANA PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","30,000,000.00","21,011,200.00","Bihar","RoC-Patna","Trading","AT & PO. BODH GAYA,PS.BODH GAYA, DIST. GAYA. DIST. GAYA. Bihar INDIA","Indian Non-Government Company"
"U55102BR1997PLC008065","4-08-1997","RAJ INTERNATIONAL INN LIMITED","ACTIVE","Public","Company Limited by Shares","10,000,000.00","737,000.00","Bihar","RoC-Patna","Trading","RAJ TOWER, BORING ROAD PS- BUDHA COLONY PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55102BR1998PLC008515","1-07-1998","OPAL LINKS LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","500,000.00","40,000.00","Bihar","RoC-Patna","Trading","304,ADHARSHILA COMPLEX,SOUTH GANDHI MAIDAN PS- GANDHI MAIDAN PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55102BR2011PLC017706","14-11-2011","RAHUL INN HOSPITALITY LIMITED","ACTIVE","Public","Company Limited by Shares","30,000,000.00","500,000.00","Bihar","RoC-Patna","Trading","Rahul Group, Beside Bijali Office SIWAN CHHAPRA ROAD SIWAN Bihar INDIA 841226","Indian Non-Government Company"
"U55102BR2011PTC017041","1-06-2011","MUGHALS INN PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Bihar","RoC-Patna","Trading","OLD VOLTAS CAMPUS, OPP.TARA MANDAL KOTWALI,PATNA PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55103BR1993PTC005184","22-01-1993","HOTEL RAJHANS BANAILLY RESORT PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,500,000.00","33,300.00","Bihar","RoC-Patna","Trading","STATION ROAD PS- BHAGALPUR BHAGALPUR Bihar INDIA 812001","Indian Non-Government Company"
"U55109BR2012PTC019634","13-12-2012","PASHUPATI RESIDENCY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","200,000.00","Bihar","RoC-Patna","Trading","H/o- Sri Laxman Shah,Shastri Nagar, Bazar Samiti, P.O.-Bara Chakia, P.S. Chakia East Champaran Bihar INDIA 845425","Indian Non-Government Company"
