"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U01100TR2011PTC008327","21-07-2011","GOMATI AGRI PRODUCER PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","1,000,000.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","Vill : Bagma, P .O. : Bagma Udaipur Tripura INDIA 799119","Indian Non-Government Company"
"U01111TR2003PLC007175","31-07-2003","PURVANCHAL AGROFARM LIMITED","STRIKE OFF","Public","Company Limited by Shares","2,000,000.00","500,000.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","AGARTALA TRIPURA Tripura INDIA 799003","Indian Non-Government Company"
"U01116TR1976SGC001656","26-03-1976","TRIPURA FOREST DEVELOPMENT AND PLANTATION CORPORATION LIMITED","ACTIVE","Public","Company Limited by Shares","100,000,000.00","91,994,000.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","P.O. ABHOY NAGAR, KUNJABAN WEST TRIPURA AGARTALA Tripura INDIA 799005","State Government Company"
"U01116TR1980PTC001847","10-11-1980","CHOWDHURY & SONS CO PVT LTD","STRIKE OFF","Private","Company Limited by Shares","1,050,000.00","118,500.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","RAJNAGARUDAIPUR SOUTH TRIPURA TRIPURA Tripura INDIA","Indian Non-Government Company"
"U01116TR1991PTC003588","20-08-1991","FATICKCHERRA RUBBER ESTATES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","5,000,000.00","20,000.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","MILLAN CHAKRA P O ARUNDHUTINAGAR AGARTALA WEST TRIPURA TRIPURA Tripura INDIA 799003","Indian Non-Government Company"
"U01116TR2008PTC008254","18-12-2008","TRIPURA LATEX PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","30,000,000.00","6,667,440.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","QUARTER NO. A1 RUBBER BOARD COMPLEX CHANDMARI P.O. KUNJABAN AGARTALA Tripura INDIA 799006","Indian Non-Government Company"
"U01116TR2013PTC008388","3-05-2013","POHAR ENTERPRISES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","200,000.00","200,000.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","KRISHNANAGAR, NEAR ADVISOR CHOWMUHANI OLD KALIBARI ROAD AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U01119TR1977PLC001724","11-10-1977","TRIPURA HILL DEVELOPMENT CO LTD","ACTIVE","Public","Company Limited by Shares","700,000.00","503,535.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","29 OLD KALIBARI ROAD , TRIPURA , Tripura INDIA 799001","Indian Non-Government Company"
"U01122TR1987SGC002673","7-04-1987","TRIPURA HORTICULTURE CORPORATION LIMITED","DORMANT","Public","Company Limited by Shares","50,000,000.00","33,860,000.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","PALACE COMPOUND P.O. AGARTALA AGARTALA Tripura INDIA 799001","State Government Company"
"U01132TR1919PLC001117","20-03-1919","KRISHNAPUR TEA CO LTD","ACTIVE","Public","Company Limited by Shares","600,000.00","534,700.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","Simna Sidhai West Tripura Agartala Tripura INDIA 799212","Indian Non-Government Company"
"U01132TR1980SGC001831","11-08-1980","TRIPURA TEA DEVELOPMENT CORPORATION LIMITED","ACTIVE","Private","Company Limited by Shares","400,000,000.00","348,690,000.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","TRIPURA TEA DEVELOPMENT CORPORATION LAKE CHOWMUHANI AGARTALA Tripura INDIA 799001","State Government Company"
"U01132TR1984PTC002200","27-07-1984","UNOKOTI PLANTATIONS AND DEVELOPMENT CO.PVT.LTD.","STRIKE OFF","Private","Company Limited by Shares","300,000.00","100,000.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","HARIGANGA ROAD,AGARTALADISTT.WEST TRIPURA Tripura INDIA","Indian Non-Government Company"
"U01132TR1995PLC007062","28-12-1995","FORTUNA AGRO PLANTATIONS LIMITED","ACTIVE","Public","Company Limited by Shares","55,100,000.00","55,063,340.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","P.O. - SADHANASHRAM KAILASHAHAR Tripura INDIA 799277","Indian Non-Government Company"
"U01132TR2008PTC008250","17-09-2008","DHARMANAGAR TEA PROCESSORS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","2,030,000.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","OFFICE TILLA ROAD DHARMANAGAR Tripura INDIA 799250","Indian Non-Government Company"
"U01400TR2010PTC008311","9-09-2010","RIGALIA ECO AGRO PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","300,000.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","RASIK BHAVAN EAST SHIBNAGAR, PO: AGARTALA COLLEGE AGARTALA Tripura INDIA 799004","Indian Non-Government Company"
"U01400TR2012PLC008344","30-01-2012","RAJWARSHI PROJECTS AND SERVICES LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","1,000,000.00","1,000,000.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","78 HGB Road Melarmath, Agartala West Tripura Tripura INDIA 799107","Indian Non-Government Company"
"U01400TR2013PTC008399","11-07-2013","GANDHIGRAM AGARBATTI CLUSTER PRODUCER COMPANY LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","VILLAGE RAJNAGAR POST GANDHIGRAM, TRIPURA GANDHIGRAM Tripura INDIA 799015","Indian Non-Government Company"
"U01403TR2009PTC008271","27-08-2009","NATIVE RURAL BAMBOO PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","100,000.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","GANDHIGRAM (NEAR TEHSIL) GANDHIGRAM AGARTALLA Tripura INDIA 799012","Indian Non-Government Company"
"U01403TR2010PTC008290","12-03-2010","LEGACY ENTRADE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","150,000.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","MALARMATH NEAR NAJRUL CHHATRABAS AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U01403TR2012PTC008346","8-02-2012","HAPPYLIFE AQUA & AGRI FARMS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","150,000.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","Nager Jala, Near Jahar Bridge P.O. A.D. Nagar Agartala Tripura INDIA 799003","Indian Non-Government Company"
"U01403TR2012PTC008349","3-04-2012","TRIPURA AGRO CHEMICALS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","10,000,000.00","1,000,000.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","171, NUTAN PATTI, P.S.DHARMANAGAR DHARMANAGAR Tripura INDIA 799250","Indian Non-Government Company"
"U01403TR2012PTC008374","20-11-2012","TRIPURASHWARI AGRO PRODUCT PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","200,000.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","RAKESH SAHA, SHIV RUBBER RADHANAGAR, P.O. - AGARTALA AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U02000TR2014PTC008431","30-07-2014","KATLAMARA BAMBOO SERVICES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","KATLAMARA SIDHAI Tripura INDIA 799212","Indian Non-Government Company"
"U02001TR1983SGC002009","3-02-1983","TRIPURA REHABILITATION PLANTATION CORPORATION LIMITED","ACTIVE","Public","Company Limited by Shares","50,000,000.00","45,773,400.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","PALACE COMPOUND NORTH GATE, AGARTALA Tripura INDIA 799001","State Government Company"
"U02001TR1995PTC004341","24-01-1995","HIGHLAND TEAK PLANTATIONS PVT LTD","STRIKE OFF","Private","Company Limited by Shares","5,000,000.00","1,050,000.00","Tripura","RoC-Shillong","Agriculture and Allied Activities","CANTONMENT ROADAGARTALA TRIPURA Tripura INDIA 799001","Indian Non-Government Company"
"U10100TR2010PTC008304","10-08-2010","SPEEDWELL MINERALS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Tripura","RoC-Shillong","Mining & Quarrying","RASIK KUNJA OLD GUEST HOUSE ROAD, KHOSH BAGAN AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U14200TR2009PTC008279","24-12-2009","WESTWELL NATURAL RESOURCES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Tripura","RoC-Shillong","Mining & Quarrying","C/O, AMAL MAJUMDER VILL :- MOHANPUR , P.O:- MAJLISHPUR AGARTALA Tripura INDIA 799035","Indian Non-Government Company"
"U15134TR2005PTC007700","19-04-2005","FAR EAST AGRO-FRUIT PRODUCTS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","100,000.00","Tripura","RoC-Shillong","Manufacturing (Food stuffs)","SANDIP VILLAWEST PALACE COMPOUND TRIPURA WEST AGARTALA TRIPURA Tripura INDIA 799001","Indian Non-Government Company"
"U15137TR2009PLC008265","24-07-2009","TRIPURA INDUSTRIES LIMITED","ACTIVE","Public","Company Limited by Shares","10,000,000.00","1,525,000.00","Tripura","RoC-Shillong","Manufacturing (Food stuffs)","CHOWDHURY MANJIL , JOGENDRANAGAR OPPOSITE OF VIDYASAGARA GIRLS SCHOOL AGARTALA Tripura INDIA 799010","Indian Non-Government Company"
"U15139TR2014PTC008423","28-02-2014","HIMALAYAN MERCHANDISE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","20,000,000.00","300,000.00","Tripura","RoC-Shillong","Manufacturing (Food stuffs)","H/o Sri Parimal Debnath Ashram Chowmuhani Agartala Tripura INDIA 799007","Indian Non-Government Company"
"U15141TR1989PLC003252","7-04-1989","TRIPURA VANASPATI AND ALLIED INDUSTRIES LTD","STRIKE OFF","Public","Company Limited by Shares","15,000,000.00","73","Tripura","RoC-Shillong","Manufacturing (Food stuffs)","C O T I DC BUILDING KUNJABAN Tripura INDIA 799006","Indian Non-Government Company"
"U15204TR1998PTC005627","21-12-1998","TRIPURESWARI DELICIOUS PRODUCTS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","6,500,000.00","400,000.00","Tripura","RoC-Shillong","Manufacturing (Food stuffs)","BARJALATRIPURA WEST AGARTALA WEST P S AIRPORT POLICE STATION TR Tripura INDIA 799001","Indian Non-Government Company"
"U15311TR1988PTC002950","13-04-1988","MAHADEV ROLLER FLOUR MILLS PVT LTD","STRIKE OFF","Private","Company Limited by Shares","2,500,000.00","4,210.00","Tripura","RoC-Shillong","Manufacturing (Food stuffs)","Agartala Tripura INDIA","Indian Non-Government Company"
"U15311TR2001PTC006442","2-03-2001","SRIRAM FLOUR MILLS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","5,000,000.00","1,070,000.00","Tripura","RoC-Shillong","Manufacturing (Food stuffs)","BHADRAPALLI P.O. GANDHIGRAM WEST TRIPURA Tripura INDIA 799012","Indian Non-Government Company"
"U15311TR2007PTC008238","24-08-2007","ANNADA FLOUR MILLS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","2,790,000.00","Tripura","RoC-Shillong","Manufacturing (Food stuffs)","KHOSH BAGAN CENTRAL BANK,NEAR VIJAYA BANK AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U15410TR2013PTC008407","29-08-2013","SBP FOODS & BEVERAGES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Manufacturing (Food stuffs)","47 , P.W.D ELAKA KAZIRGAON KAILASHAHAR Tripura INDIA 799277","Indian Non-Government Company"
"U15412TR2005PTC007981","1-12-2005","TRIPUR FOODS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","100,000.00","Tripura","RoC-Shillong","Manufacturing (Food stuffs)","MADHYA BANAMALIPUR,AGARTALA, TRIPURA WEST, TRIPURA-799001. Tripura INDIA","Indian Non-Government Company"
"U15419TR2000PTC006213","13-06-2000","SWASTI FOOD PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","6,000,000.00","3,000,000.00","Tripura","RoC-Shillong","Manufacturing (Food stuffs)","SWASTI BAZAR SUPER MARKETH G B ROAD AGARTALA TRIPURA Tripura INDIA 799001","Indian Non-Government Company"
"U15490TR2008PTC008244","28-02-2008","KALITARA FOODS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Tripura","RoC-Shillong","Manufacturing (Food stuffs)","C/O RAKSHAKALI INDUSTRIES M G BAZAR AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U15490TR2008PTC008252","7-11-2008","COOKWELL INDUSTRIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","1,000,000.00","Tripura","RoC-Shillong","Manufacturing (Food stuffs)","RASIK KUNJA, OLD GUEST HOUSE ROAD KHOSH BAGAN AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U15490TR2011PTC008326","27-06-2011","AGARTALA DAIRY FOODE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","13,000,000.00","13,000,000.00","Tripura","RoC-Shillong","Manufacturing (Food stuffs)","35A Bodujungnagr Industrial Growth Center AGARTALA Tripura INDIA 799008","Indian Non-Government Company"
"U15495TR2012PTC008367","5-10-2012","DEB AGRO FOOD PRODUCTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Tripura","RoC-Shillong","Manufacturing (Food stuffs)","C/O Bharat Tirtha Darshan 112, Motor Stand Agartala Tripura INDIA 799001","Indian Non-Government Company"
"U15511TR2006PTC008143","9-05-2006","UNOKOTI BOTTLING AND BEVERAGE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","6,000,000.00","5,949,000.00","Tripura","RoC-Shillong","Manufacturing (Food stuffs)","Shed No. 10, 11 and 12 Kumarghat Industrial Estate Kumarghat Kumarghat Tripura INDIA 799264","Indian Non-Government Company"
"U15543TR2004PTC007306","21-01-2004","SHEROWALI FOODS & BEVERAGES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","5,000,000.00","Tripura","RoC-Shillong","Manufacturing (Food stuffs)","ASSAM AGARTALA ROAD CHANPUR AGARTALA TRIPURA Tripura INDIA 799008","Indian Non-Government Company"
"U17113TR1974SGC001573","5-09-1974","TRIPURA HANDLOOM & HANDICRAFTS DEVELOPMENT CORPORATION LIMITED","ACTIVE","Public","Company Limited by Shares","600,000,000.00","289,898,800.00","Tripura","RoC-Shillong","Manufacturing (Textiles)","MBB SARANI AGARTALA Tripura INDIA 799007","State Government Company"
"U17116TR1997PTC005223","16-10-1997","CLASSIC FABRICS PVT LTD.","DORMANT","Private","Company Limited by Shares","2,500,000.00","100,000.00","Tripura","RoC-Shillong","Manufacturing (Textiles)","C/O.GAUTAM PAUL, BLOCK CHOWMUHUNI, BISHALGARH TRIPURA Tripura INDIA 799102","Indian Non-Government Company"
"U17119TR1974SGC001589","10-10-1974","TRIPURA JUTE MILLS LIMITED","ACTIVE","Public","Company Limited by Shares","120,000,000.00","110,401,000.00","Tripura","RoC-Shillong","Manufacturing (Textiles)","HAPANIA BADARGHAT, O.N.G.C AGARTALA Tripura INDIA 799014","State Government Company"
"U17124TR1992PTC003709","2-06-1992","TRIPURA EXPORTS HANDICRAFTS PVT LTD","STRIKE OFF","Private","Company Limited by Shares","300,000.00","10,000.00","Tripura","RoC-Shillong","Manufacturing (Textiles)","CHOWMUNI BAZARSHEKERKHOT WEST TRIPURA TRIPURA Tripura INDIA","Indian Non-Government Company"
"U17290TR2008PTC008245","7-04-2008","PROLOGUE APPARELS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,500,000.00",NA,"Tripura","RoC-Shillong","Manufacturing (Textiles)","SAKUNTALA ROAD, AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U20211TR1955PTC001106","15-11-1955","TRIPURA PLYWOOD CORPORATION PVT LTD","STRIKE OFF","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Manufacturing (Wood Products)","College tilla, Agartala West Tripura Tripura INDIA 799001","Indian Non-Government Company"
"U20293TR2012PTC008364","5-09-2012","C.K. BUSINESS VENTURES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Tripura","RoC-Shillong","Manufacturing (Wood Products)","Vill. & P.O. Sonamura Town Sonamura Tripura INDIA 799131","Indian Non-Government Company"
"U20293TR2012PTC008375","14-12-2012","TRIPURASUNDARI BAMBOO PRODUCTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Tripura","RoC-Shillong","Manufacturing (Wood Products)","SHED NO.7, BODHJUNG NAGAR GROWTH CENTRE BODHJUNG NAGAR TRIPURA WEST Tripura INDIA 799008","Indian Non-Government Company"
"U20296TR2010PLC008291","6-04-2010","TRIPURA NATURAL FIBRES AND BAMBOO LIMITED","ACTIVE","Public","Company Limited by Shares","5,000,000.00","500,000.00","Tripura","RoC-Shillong","Manufacturing (Wood Products)","Lenin Sarani Agartala Tripura INDIA 799001","Indian Non-Government Company"
"U20296TR2011PTC008319","7-02-2011","GANDHIGRAM CANE AND BAMBOO CLUSTER PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","100,000.00","Tripura","RoC-Shillong","Manufacturing (Wood Products)","GANDHIGRAM AGARTALA AGARTALA Tripura INDIA 799012","Indian Non-Government Company"
"U20296TR2012PTC008341","11-01-2012","LONGTRAI HACHUK ENTERPRISES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Tripura","RoC-Shillong","Manufacturing (Wood Products)","Overseas Mansion, Room No.36 H.G.B.Road,1st Floor Agartala Tripura INDIA 799001","Indian Non-Government Company"
"U21029TR1992PTC003803","13-11-1992","AISHWARYA PAPER MILLS PVT LTD","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","5,000.00","Tripura","RoC-Shillong","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","Jamajuri, Udaipur, South Tripura Tripura INDIA 799120","Indian Non-Government Company"
"U21093TR2010PTC008309","26-08-2010","TRIPURESHWARI PAPER MILLS AND INDUSTRIES PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","20,000,000.00","100,000.00","Tripura","RoC-Shillong","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","Growth Centre Area, Industrial Plot in Zone-II C.S.Plot No. 4836(P),Tahasil- Bodhjungnagar AGARTALA Tripura INDIA 799008","Indian Non-Government Company"
"U21093TR2012PTC008357","16-07-2012","ATLANTIS PAPER INDUSTRIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Tripura","RoC-Shillong","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","NORTH GATE OF RAJBARI AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U22121TR1994PTC004163","30-06-1994","TRIPURA PRINTERS AND PUBLISHERS PVT LTD","ACTIVE","Private","Company Limited by Shares","4,000,000.00","100,000.00","Tripura","RoC-Shillong","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","MELAR MATH P.O. AGARTALA AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U22190TR2012PTC008347","9-02-2012","PRANTAR PRINTERS AND PUBLISHERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,250,000.00","2,250,000.00","Tripura","RoC-Shillong","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","LAKE CHOWMUHANI PRAGATI ROAD AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U22219TR2004PTC007603","23-12-2004","PYRAMID PRINTERS AND PUBLISHER PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Tripura","RoC-Shillong","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","HOUSE OF MR SANKAR BASAK, SANTIPUR MOTORSTAND BY LANE AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U23109TR1999NPL005700","19-03-1999","AGARTALA HOSPITAL AND RESEARCH CENTRE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","8,000,000.00","6,520,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","9A, Mantri Bari Road, West Tripura Agartala Tripura INDIA 799001","Indian Non-Government Company"
"U23201TR1990SGC003451","10-07-1990","TRIPURA NATURAL GAS CO LTD","ACTIVE","Public","Company Limited by Shares","100,000,000.00","39,200,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","33 OFFICE LANE AGARTALA Tripura INDIA 799001","State Government Company"
"U24100TR2011PTC008321","29-03-2011","TRIPURESWARI BIO-TECH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","501,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","SHYAMAPRASAD ANANDANAGAR Jogendranagar Tripura INDIA 799010","Indian Non-Government Company"
"U24248TR2007PTC008233","30-03-2007","BANIK AGRO FOREST PRODUCTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","750,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","UMA CHARAN VILLA TOWN PRATAP GARH AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U24298TR2001PTC006441","2-03-2001","NORTH EAST IODISED SALT PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","7,500,000.00","7,300,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","BHADRAPALLI P.O. GANDHIGRAM WEST TRIPURA Tripura INDIA 799012","Indian Non-Government Company"
"U24299TR2002PTC006748","1-02-2002","MAA SARADA CHEMICAL PRODUCTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","850,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","TOWN BARDAWALI MANTRIBARI ROAD EXTEN AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U25114TR1991PTC003624","27-11-1991","TRINAYANI TYRES AND TUBES PVT LTD","STRIKE OFF","Private","Company Limited by Shares","2,000,000.00","1,205,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","Banamalipur Agartala, Tripura INDIA 799001","Indian Non-Government Company"
"U25119TR1988PTC003116","2-11-1988","TRIPURESWARI RUBBER PVT LTD","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","506,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","Damdamia, Lemuchara Agartala Tripura INDIA","Indian Non-Government Company"
"U25190TR2007PTC008235","15-06-2007","BRITE RUBBER PROCESSOR PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","1,626,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","SHAKUNTALA ROAD AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U25190TR2010PTC008314","4-11-2010","PROXIMA RUBBERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","2,375,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","5,THAKUR PALLI ROAD KRISHNANAGAR AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U25190TR2012PTC008352","15-05-2012","ABM RUBBER INDUSTRIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","40,000,000.00","100,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","BADHARGHAT P.O. SIDDHI ASHRAM, P.S- AGARTALA WEST AGARTALA Tripura INDIA 799003","Indian Non-Government Company"
"U25192TR2013PTC008405","23-08-2013","VIRGIN RUBBER PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","4,990,000.00","4,670,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","MOHANBOG MELAGHAR MELAGHAR Tripura INDIA 799115","Indian Non-Government Company"
"U25199TR2005PTC007684","11-03-2005","TRIPURA RUBCO RUBWOOD PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","10,000,000.00","100,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","DOOR NO CIRCUIT HOUSEKUNJABAN ROAD BACK SIDE OF RAJ BHAWAN ABHOYNAGAR AGARTALA TRIPURA Tripura INDIA 799005","Indian Non-Government Company"
"U25199TR2010PTC008287","26-02-2010","ANUSHANDHAN MARKETING COMPANY PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","600,000.00","600,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","MOTOR STAND SHANITALA, ASSAM AGARTALA ROAD AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U25199TR2010PTC008305","10-08-2010","SATYAAM RUBBERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","70,000,000.00","45,865,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","RASIK KUNJA OLD GUEST HOUSE ROAD, KHOSH BAGAN AGARTALA Tripura INDIA 799001","Indian Non-Government Company"
"U25199TR2011PTC008324","11-05-2011","MAA RUBBER PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","500,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","Vill:Badhar Ghat, Matri Pally PO:Siddhiashram, PS:Amtali Agartala Tripura INDIA 799003","Indian Non-Government Company"
"U25199TR2013PTC008400","12-07-2013","MAXIMUS RUBBER INDUSTRIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","200,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","RUBBER PARK, BODHJUNGNAGAR, INDUSTRIAL GROWTH CENTRE, P.O.- R.K. NAGAR TRIPURA Tripura INDIA 799008","Indian Non-Government Company"
"U25200TR2013PTC008409","9-10-2013","AGARTALA PLASTICS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","50,000,000.00","1,000,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","H/o Sri Parimal Debnath Ashram Chowmuhani Agartala Tripura INDIA 799007","Indian Non-Government Company"
"U25206TR2013PLC008398","28-06-2013","ASIA FILATEX LIMITED","ACTIVE","Public","Company Limited by Shares","10,000,000.00","500,000.00","Tripura","RoC-Shillong","Manufacturing (Metals & Chemicals, and products thereof)","SUB DIVISION MOHANPUR AGARTALA RUBBER PARK AREA AGARTALA Tripura INDIA 799210","Indian Non-Government Company"
